parity ok: all variants match [rand.predef] and each other
2026-08-28T09:44:43+00:00
Running ./bench_clang_O2
Run on (4 X 2700 MHz CPU s)
CPU Caches:
  L1 Data 48 KiB (x2)
  L1 Instruction 32 KiB (x2)
  L2 Unified 2048 KiB (x2)
  L3 Unified 107520 KiB (x1)
Load Average: 1.00, 0.84, 0.51
***WARNING*** Library was built as DEBUG. Timings may be affected.
-------------------------------------------------------------------------------------------------------------
Benchmark                                                   Time             CPU   Iterations UserCounters...
BM_ColSample<xgboost_hilo::Philox4x32>/64_cv             0.21 %          0.21 %            15 items_per_second=0.21%
BM_ColSample<std::mt19937>/16_mean                       1756 ns         1756 ns           15 items_per_second=569.474k/s
BM_ColSample<std::mt19937>/16_median                     1756 ns         1756 ns           15 items_per_second=569.479k/s
BM_ColSample<std::mt19937>/16_stddev                    0.476 ns        0.468 ns           15 items_per_second=151.643/s
BM_ColSample<std::mt19937>/16_cv                         0.03 %          0.03 %            15 items_per_second=0.03%
BM_ColSample<xgboost::Philox4x32>/1024_mean              3717 ns         3717 ns           15 items_per_second=269.039k/s
BM_ColSample<xgboost::Philox4x32>/1024_median            3718 ns         3718 ns           15 items_per_second=268.959k/s
BM_ColSample<xgboost::Philox4x32>/1024_stddev            3.72 ns         3.73 ns           15 items_per_second=269.868/s
BM_ColSample<xgboost::Philox4x32>/1024_cv                0.10 %          0.10 %            15 items_per_second=0.10%
BM_ColSample<xgboost::Philox4x32>/4096_mean             14780 ns        14779 ns           15 items_per_second=67.6652k/s
BM_ColSample<xgboost::Philox4x32>/4096_median           14755 ns        14755 ns           15 items_per_second=67.7749k/s
BM_ColSample<xgboost::Philox4x32>/4096_stddev            93.1 ns         93.1 ns           15 items_per_second=418.031/s
BM_ColSample<xgboost::Philox4x32>/4096_cv                0.63 %          0.63 %            15 items_per_second=0.62%
BM_ColSample<xgboost_hilo::Philox4x32>/256_mean           903 ns          903 ns           15 items_per_second=1.10786M/s
BM_ColSample<xgboost_hilo::Philox4x32>/256_median         903 ns          903 ns           15 items_per_second=1.10791M/s
BM_ColSample<xgboost_hilo::Philox4x32>/256_stddev        2.29 ns         2.28 ns           15 items_per_second=2.79739k/s
BM_ColSample<xgboost_hilo::Philox4x32>/256_cv            0.25 %          0.25 %            15 items_per_second=0.25%
BM_ColSample<xgboost::Philox4x32>/256_mean                967 ns          967 ns           15 items_per_second=1.03388M/s
BM_ColSample<xgboost::Philox4x32>/256_median              967 ns          967 ns           15 items_per_second=1.0338M/s
BM_ColSample<xgboost::Philox4x32>/256_stddev            0.507 ns        0.507 ns           15 items_per_second=541.454/s
BM_ColSample<xgboost::Philox4x32>/256_cv                 0.05 %          0.05 %            15 items_per_second=0.05%
BM_ColSample<xgboost::Philox4x32>/16_mean                71.5 ns         71.5 ns           15 items_per_second=13.9926M/s
BM_ColSample<xgboost::Philox4x32>/16_median              71.5 ns         71.5 ns           15 items_per_second=13.9929M/s
BM_ColSample<xgboost::Philox4x32>/16_stddev             0.038 ns        0.038 ns           15 items_per_second=7.46913k/s
BM_ColSample<xgboost::Philox4x32>/16_cv                  0.05 %          0.05 %            15 items_per_second=0.05%
BM_Seq<xgboost::Philox4x32>_mean                         3.74 ns         3.74 ns           15 items_per_second=267.285M/s
BM_Seq<xgboost::Philox4x32>_median                       3.74 ns         3.74 ns           15 items_per_second=267.289M/s
BM_Seq<xgboost::Philox4x32>_stddev                      0.001 ns        0.001 ns           15 items_per_second=58.996k/s
BM_Seq<xgboost::Philox4x32>_cv                           0.02 %          0.02 %            15 items_per_second=0.02%
BM_ColSample<xgboost_hilo::Philox4x32>/16_mean           66.2 ns         66.2 ns           15 items_per_second=15.0991M/s
BM_ColSample<xgboost_hilo::Philox4x32>/16_median         66.2 ns         66.2 ns           15 items_per_second=15.0962M/s
BM_ColSample<xgboost_hilo::Philox4x32>/16_stddev        0.090 ns        0.090 ns           15 items_per_second=20.6176k/s
BM_ColSample<xgboost_hilo::Philox4x32>/16_cv             0.14 %          0.14 %            15 items_per_second=0.14%
BM_ColSample<xgboost_spec::Philox4x32>/256_mean           976 ns          976 ns           15 items_per_second=1.02432M/s
BM_ColSample<xgboost_spec::Philox4x32>/256_median         976 ns          976 ns           15 items_per_second=1.02472M/s
BM_ColSample<xgboost_spec::Philox4x32>/256_stddev        1.46 ns         1.46 ns           15 items_per_second=1.53118k/s
BM_ColSample<xgboost_spec::Philox4x32>/256_cv            0.15 %          0.15 %            15 items_per_second=0.15%
BM_ColSample<xgboost_spec::Philox4x32>/1024_mean         3761 ns         3761 ns           15 items_per_second=265.899k/s
BM_ColSample<xgboost_spec::Philox4x32>/1024_median       3763 ns         3763 ns           15 items_per_second=265.777k/s
BM_ColSample<xgboost_spec::Philox4x32>/1024_stddev       8.00 ns         7.99 ns           15 items_per_second=565.105/s
BM_ColSample<xgboost_spec::Philox4x32>/1024_cv           0.21 %          0.21 %            15 items_per_second=0.21%
BM_ColSample<std::mt19937>/64_mean                       1885 ns         1885 ns           15 items_per_second=530.582k/s
BM_ColSample<std::mt19937>/64_median                     1885 ns         1885 ns           15 items_per_second=530.575k/s
BM_ColSample<std::mt19937>/64_stddev                    0.323 ns        0.316 ns           15 items_per_second=88.9467/s
BM_ColSample<std::mt19937>/64_cv                         0.02 %          0.02 %            15 items_per_second=0.02%
